store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2since_week,promo2since_year,promo_interval,has_competition,year,month,day,week_of_year,is_weekend,sales_per_customer,competition_open_months,is_outlier
1,5,2015-01-30,5577,616,1,1,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,1,30,5,0,9.05,76,FALSE
2,5,2015-01-30,5919,624,1,1,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.49,86,FALSE
3,5,2015-01-30,6911,678,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,10.19,97,FALSE
4,5,2015-01-30,13307,1632,1,1,none,0,c,c,620,9,2009,0,0,0,None,1,2015,1,30,5,0,8.15,64,FALSE
5,5,2015-01-30,5640,617,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,1,30,5,0,9.14,0,FALSE
6,5,2015-01-30,6555,692,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2015,1,30,5,0,9.47,13,FALSE
7,5,2015-01-30,11430,1077,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,1,30,5,0,10.61,21,FALSE
8,5,2015-01-30,6401,747,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,1,30,5,0,8.57,3,FALSE
9,5,2015-01-30,8072,643,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,1,30,5,0,12.55,173,FALSE
10,5,2015-01-30,6350,602,1,1,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,1,30,5,0,10.55,64,FALSE
11,5,2015-01-30,10031,1263,1,1,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,7.94,38,FALSE
12,5,2015-01-30,9156,988,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,1,30,5,0,9.27,-1,FALSE
13,5,2015-01-30,7004,453,1,1,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,30,5,0,15.46,-1,FALSE
14,5,2015-01-30,6491,692,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.38,10,FALSE
15,5,2015-01-30,8898,828,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,10.75,58,FALSE
16,5,2015-01-30,9546,921,1,1,none,0,a,c,3270,0,0,0,0,0,None,0,2015,1,30,5,0,10.36,-1,FALSE
17,5,2015-01-30,7929,846,1,1,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.37,109,FALSE
18,5,2015-01-30,9941,940,1,1,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,10.58,55,FALSE
19,5,2015-01-30,7121,668,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,1,30,5,0,10.66,-1,FALSE
20,5,2015-01-30,7458,753,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.9,68,FALSE
21,5,2015-01-30,7815,641,1,1,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,12.19,183,FALSE
22,5,2015-01-30,4977,555,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,1,30,5,0,8.97,-1,FALSE
23,5,2015-01-30,7025,576,1,1,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,1,30,5,0,12.2,113,FALSE
24,5,2015-01-30,12859,1030,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,12.48,178,FALSE
25,5,2015-01-30,14289,1817,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2015,1,30,5,0,7.86,141,FALSE
26,5,2015-01-30,8361,614,1,1,none,0,d,a,2300,0,0,0,0,0,None,0,2015,1,30,5,0,13.62,-1,FALSE
27,5,2015-01-30,11252,1132,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.94,120,FALSE
28,5,2015-01-30,5184,564,1,1,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,1,30,5,0,9.19,3,FALSE
29,5,2015-01-30,9088,729,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,1,30,5,0,12.47,-1,FALSE
30,5,2015-01-30,5818,726,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,1,30,5,0,8.01,11,FALSE
31,5,2015-01-30,8141,716,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,1,30,5,0,11.37,30,FALSE
32,5,2015-01-30,5652,575,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,30,5,0,9.83,-1,FALSE
33,5,2015-01-30,11483,1003,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,1,30,5,0,11.45,20,FALSE
34,5,2015-01-30,9436,1082,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,1,30,5,0,8.72,64,FALSE
35,5,2015-01-30,11347,737,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,15.4,171,FALSE
36,5,2015-01-30,9087,1051,1,1,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,8.65,139,FALSE
37,5,2015-01-30,8084,914,1,1,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,1,30,5,0,8.84,1,FALSE
38,5,2015-01-30,7477,657,1,1,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,1,30,5,0,11.38,93,FALSE
39,5,2015-01-30,7328,845,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,1,30,5,0,8.67,99,FALSE
40,5,2015-01-30,5301,610,1,1,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,30,5,0,8.69,-1,FALSE
41,5,2015-01-30,6736,453,1,1,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,1,30,5,0,14.87,-1,FALSE
42,5,2015-01-30,12295,1204,1,1,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,1,30,5,0,10.21,-1,FALSE
43,5,2015-01-30,8542,703,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,1,30,5,0,12.15,-1,FALSE
44,5,2015-01-30,6150,692,1,1,none,0,a,a,540,6,2011,0,0,0,None,1,2015,1,30,5,0,8.89,43,FALSE
45,5,2015-01-30,5882,453,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,1,30,5,0,12.98,11,FALSE
46,5,2015-01-30,6686,721,1,1,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,9.27,112,FALSE
47,5,2015-01-30,9931,1129,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,1,30,5,0,8.8,21,FALSE
48,5,2015-01-30,4650,440,1,1,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,1,30,5,0,10.57,32,FALSE
49,5,2015-01-30,8693,609,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,1,30,5,0,14.27,88,FALSE
50,5,2015-01-30,5587,452,1,1,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,1,30,5,0,12.36,62,FALSE
1,6,2015-01-31,5363,638,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,1,31,5,1,8.41,76,FALSE
2,6,2015-01-31,3067,323,1,0,none,0,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.5,86,FALSE
3,6,2015-01-31,4382,484,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.05,97,FALSE
4,6,2015-01-31,11904,1560,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,1,31,5,1,7.63,64,FALSE
5,6,2015-01-31,2110,228,1,0,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,1,31,5,1,9.25,0,FALSE
6,6,2015-01-31,3352,379,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,1,31,5,1,8.84,13,FALSE
7,6,2015-01-31,6240,654,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,1,31,5,1,9.54,21,FALSE
8,6,2015-01-31,4063,485,1,0,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,1,31,5,1,8.38,3,FALSE
9,6,2015-01-31,7563,633,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,1,31,5,1,11.95,173,FALSE
10,6,2015-01-31,4806,491,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,1,31,5,1,9.79,64,FALSE
11,6,2015-01-31,7626,914,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,8.34,38,FALSE
12,6,2015-01-31,7104,852,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,1,31,5,1,8.34,-1,FALSE
13,6,2015-01-31,6805,492,1,0,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,31,5,1,13.83,-1,FALSE
14,6,2015-01-31,4068,425,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.57,10,FALSE
15,6,2015-01-31,6541,678,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.65,58,FALSE
16,6,2015-01-31,5818,598,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2015,1,31,5,1,9.73,-1,FALSE
17,6,2015-01-31,2903,357,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,8.13,109,FALSE
18,6,2015-01-31,5714,612,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.34,55,FALSE
19,6,2015-01-31,5229,453,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,1,31,5,1,11.54,-1,FALSE
20,6,2015-01-31,5355,517,1,0,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,10.36,68,FALSE
21,6,2015-01-31,5408,541,1,0,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,10,183,FALSE
22,6,2015-01-31,4358,435,1,0,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,1,31,5,1,10.02,-1,FALSE
23,6,2015-01-31,4873,438,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,1,31,5,1,11.13,113,FALSE
24,6,2015-01-31,9317,782,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,11.91,178,FALSE
25,6,2015-01-31,10810,1493,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,1,31,5,1,7.24,141,FALSE
26,6,2015-01-31,6214,550,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2015,1,31,5,1,11.3,-1,FALSE
27,6,2015-01-31,8691,931,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.34,120,FALSE
28,6,2015-01-31,2462,255,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,1,31,5,1,9.65,3,FALSE
29,6,2015-01-31,8879,763,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2015,1,31,5,1,11.64,-1,FALSE
30,6,2015-01-31,4736,689,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,1,31,5,1,6.87,11,FALSE
31,6,2015-01-31,6142,629,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,1,31,5,1,9.76,30,FALSE
32,6,2015-01-31,2924,328,1,0,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,31,5,1,8.91,-1,FALSE
33,6,2015-01-31,8939,899,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,1,31,5,1,9.94,20,FALSE
34,6,2015-01-31,8464,972,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,1,31,5,1,8.71,64,FALSE
35,6,2015-01-31,9311,715,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,13.02,171,FALSE
36,6,2015-01-31,10044,1096,1,0,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.16,139,FALSE
37,6,2015-01-31,8444,1007,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,1,31,5,1,8.39,1,FALSE
38,6,2015-01-31,7423,664,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,1,31,5,1,11.18,93,FALSE
39,6,2015-01-31,3955,536,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,1,31,5,1,7.38,99,FALSE
40,6,2015-01-31,5559,690,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,31,5,1,8.06,-1,FALSE
41,6,2015-01-31,6457,482,1,0,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,1,31,5,1,13.4,-1,FALSE
42,6,2015-01-31,9088,970,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,1,31,5,1,9.37,-1,FALSE
43,6,2015-01-31,5327,486,1,0,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,1,31,5,1,10.96,-1,FALSE
44,6,2015-01-31,3909,475,1,0,none,0,a,a,540,6,2011,0,0,0,None,1,2015,1,31,5,1,8.23,43,FALSE
45,6,2015-01-31,6824,530,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,1,31,5,1,12.88,11,FALSE
46,6,2015-01-31,5593,693,1,0,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,8.07,112,FALSE
47,6,2015-01-31,6967,896,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,7.78,21,FALSE
48,6,2015-01-31,2842,293,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,1,31,5,1,9.7,32,FALSE
49,6,2015-01-31,8620,635,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,1,31,5,1,13.57,88,FALSE
50,6,2015-01-31,4270,389,1,0,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,1,31,5,1,10.98,62,FALSE
1,1,2015-02-02,6038,669,1,1,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,2,2,6,0,9.03,77,FALSE
2,1,2015-02-02,8155,808,1,1,none,1,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,10.09,87,FALSE
3,1,2015-02-02,9922,951,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,10.43,98,FALSE
4,1,2015-02-02,13120,1681,1,1,none,1,c,c,620,9,2009,0,0,0,None,1,2015,2,2,6,0,7.8,65,FALSE
5,1,2015-02-02,7407,744,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,2,2,6,0,9.96,0,FALSE
6,1,2015-02-02,7413,787,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2015,2,2,6,0,9.42,14,FALSE
7,1,2015-02-02,11970,1129,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,2,2,6,0,10.6,22,FALSE
8,1,2015-02-02,8679,966,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,2,2,6,0,8.98,4,FALSE
9,1,2015-02-02,10858,816,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,2,2,6,0,13.31,174,FALSE
10,1,2015-02-02,7275,704,1,1,none,1,a,a,3160,9,2009,0,0,0,None,1,2015,2,2,6,0,10.33,65,FALSE
11,1,2015-02-02,10595,1359,1,1,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,7.8,39,FALSE
12,1,2015-02-02,10737,1104,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,2,2,6,0,9.73,-1,FALSE
13,1,2015-02-02,5859,435,1,1,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,2,2,6,0,13.47,-1,FALSE
14,1,2015-02-02,7450,762,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,9.78,11,FALSE
15,1,2015-02-02,9076,808,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,11.23,59,FALSE
16,1,2015-02-02,10009,1021,1,1,none,0,a,c,3270,0,0,0,0,0,None,0,2015,2,2,6,0,9.8,-1,FALSE
17,1,2015-02-02,11029,1139,1,1,none,1,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,9.68,110,FALSE
18,1,2015-02-02,9224,922,1,1,none,1,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,10,56,FALSE
19,1,2015-02-02,8991,792,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,2,2,6,0,11.35,-1,FALSE
20,1,2015-02-02,8343,877,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,9.51,69,FALSE
21,1,2015-02-02,7865,626,1,1,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,12.56,184,FALSE
22,1,2015-02-02,6257,601,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,2,2,6,0,10.41,-1,FALSE
23,1,2015-02-02,4891,401,1,1,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,2,2,6,0,12.2,114,FALSE
24,1,2015-02-02,13502,1099,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,12.29,179,FALSE
25,1,2015-02-02,14202,1910,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2015,2,2,6,0,7.44,142,FALSE
26,1,2015-02-02,10977,776,1,1,none,1,d,a,2300,0,0,0,0,0,None,0,2015,2,2,6,0,14.15,-1,FALSE
27,1,2015-02-02,15133,1454,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,10.41,121,FALSE
28,1,2015-02-02,9295,899,1,1,none,1,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,2,2,6,0,10.34,4,FALSE
29,1,2015-02-02,12040,877,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,2,2,6,0,13.73,-1,FALSE
30,1,2015-02-02,6585,819,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,2,2,6,0,8.04,12,FALSE
31,1,2015-02-02,7462,688,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,2,2,6,0,10.85,31,FALSE
32,1,2015-02-02,5441,607,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,2,2,6,0,8.96,-1,FALSE
33,1,2015-02-02,10419,951,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,2,2,6,0,10.96,21,FALSE
34,1,2015-02-02,10422,1240,1,1,none,1,c,a,2240,9,2009,0,0,0,None,1,2015,2,2,6,0,8.4,65,FALSE
35,1,2015-02-02,17019,1087,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,15.66,172,FALSE
36,1,2015-02-02,10637,1193,1,1,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,8.92,140,FALSE
37,1,2015-02-02,8683,891,1,1,none,1,c,a,4230,12,2014,0,0,0,None,1,2015,2,2,6,0,9.75,2,FALSE
38,1,2015-02-02,7990,648,1,1,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,2,2,6,0,12.33,94,FALSE
39,1,2015-02-02,7594,882,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,2,2,6,0,8.61,100,FALSE
40,1,2015-02-02,4725,577,1,1,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,2,2,6,0,8.19,-1,FALSE
41,1,2015-02-02,6625,496,1,1,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,2,2,6,0,13.36,-1,FALSE
42,1,2015-02-02,14220,1323,1,1,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2015,2,2,6,0,10.75,-1,FALSE
43,1,2015-02-02,8403,695,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,2,2,6,0,12.09,-1,FALSE
44,1,2015-02-02,7764,835,1,1,none,1,a,a,540,6,2011,0,0,0,None,1,2015,2,2,6,0,9.3,44,FALSE
45,1,2015-02-02,6448,453,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,2,2,6,0,14.23,12,FALSE
46,1,2015-02-02,7425,812,1,1,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,9.14,113,FALSE
47,1,2015-02-02,9205,1097,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,8.39,22,FALSE
48,1,2015-02-02,4850,447,1,1,none,0,a,a,1060,5,2012,0,0,0,None,1,2015,2,2,6,0,10.85,33,FALSE
49,1,2015-02-02,9369,629,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,2,2,6,0,14.9,89,FALSE
50,1,2015-02-02,6572,464,1,1,none,0,d,a,6260,11,2009,0,0,0,None,1,2015,2,2,6,0,14.16,63,FALSE
1,2,2015-02-03,4901,596,1,1,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,2,3,6,0,8.22,77,FALSE
2,2,2015-02-03,6837,684,1,1,none,1,a,a,570,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,10,87,FALSE
3,2,2015-02-03,8950,895,1,1,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,10,98,FALSE
4,2,2015-02-03,11230,1429,1,1,none,1,c,c,620,9,2009,0,0,0,None,1,2015,2,3,6,0,7.86,65,FALSE
5,2,2015-02-03,6231,625,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,2,3,6,0,9.97,0,FALSE
6,2,2015-02-03,6055,677,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2015,2,3,6,0,8.94,14,FALSE
7,2,2015-02-03,10481,1032,1,1,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,2,3,6,0,10.16,22,FALSE
8,2,2015-02-03,8146,872,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,2,3,6,0,9.34,4,FALSE
9,2,2015-02-03,8929,715,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,2,3,6,0,12.49,174,FALSE
10,2,2015-02-03,5982,612,1,1,none,1,a,a,3160,9,2009,0,0,0,None,1,2015,2,3,6,0,9.77,65,FALSE
11,2,2015-02-03,8927,1204,1,1,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,7.41,39,FALSE
12,2,2015-02-03,8646,957,1,1,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,2,3,6,0,9.03,-1,FALSE
13,2,2015-02-03,5156,373,1,1,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,2,3,6,0,13.82,-1,FALSE
14,2,2015-02-03,7069,761,1,1,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,9.29,11,FALSE
15,2,2015-02-03,7220,668,1,1,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,10.81,59,FALSE
16,2,2015-02-03,10357,1050,1,1,none,0,a,c,3270,0,0,0,0,0,None,0,2015,2,3,6,0,9.86,-1,FALSE
17,2,2015-02-03,9070,1035,1,1,none,1,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,8.76,110,FALSE
18,2,2015-02-03,6606,680,1,1,none,1,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,9.71,56,FALSE
19,2,2015-02-03,8213,737,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,2,3,6,0,11.14,-1,FALSE
20,2,2015-02-03,8610,936,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,9.2,69,FALSE
21,2,2015-02-03,7958,605,1,1,none,0,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,13.15,184,FALSE
22,2,2015-02-03,5303,567,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,2,3,6,0,9.35,-1,FALSE
23,2,2015-02-03,6797,541,1,1,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,2,3,6,0,12.56,114,FALSE
24,2,2015-02-03,11866,984,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,12.06,179,FALSE
25,2,2015-02-03,12976,1788,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2015,2,3,6,0,7.26,142,FALSE
26,2,2015-02-03,7244,591,1,1,none,1,d,a,2300,0,0,0,0,0,None,0,2015,2,3,6,0,12.26,-1,FALSE
27,2,2015-02-03,12036,1279,1,1,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,2,3,6,0,9.41,121,FALSE
28,2,2015-02-03,7124,697,1,1,none,1,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,2,3,6,0,10.22,4,FALSE
29,2,2015-02-03,9566,775,1,1,none,0,d,c,2170,0,0,0,0,0,None,0,2015,2,3,6,0,12.34,-1,FALSE
30,2,2015-02-03,6609,880,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,2,3,6,0,7.51,12,FALSE
31,2,2015-02-03,6502,597,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,2,3,6,0,10.89,31,FALSE
