store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2since_week,promo2since_year,promo_interval,has_competition,year,month,day,week_of_year,is_weekend,sales_per_customer,competition_open_months,is_outlier
13,5,2015-02-20,5360,411,1,1,none,1,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,2,20,8,0,13.04,-1,FALSE
10,3,2015-03-11,5043,552,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,3,11,11,0,9.14,66,FALSE
20,2,2015-05-12,8743,967,1,0,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,5,12,20,0,9.04,72,FALSE
23,6,2015-02-07,5326,475,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,2,7,6,1,11.21,114,FALSE
17,4,2015-06-04,7776,967,1,1,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,6,4,23,0,8.04,114,FALSE
40,3,2014-11-26,5471,775,1,1,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,11,26,48,0,7.06,-1,FALSE
29,2,2014-08-26,5324,544,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,8,26,35,0,9.79,-1,FALSE
26,4,2015-03-19,7693,646,1,1,none,0,d,a,2300,0,0,0,0,0,None,0,2015,3,19,12,0,11.91,-1,FALSE
42,1,2014-09-01,15030,1415,1,1,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,1,36,0,10.62,-1,FALSE
12,6,2015-06-27,6546,799,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,6,27,26,1,8.19,-1,FALSE
29,4,2014-11-20,5951,541,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,11,20,47,0,11,-1,FALSE
16,5,2015-05-15,9185,963,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2015,5,15,20,0,9.54,-1,FALSE
35,5,2014-08-22,10252,802,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,8,22,34,0,12.78,166,FALSE
39,5,2015-01-02,4452,555,1,0,none,1,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,1,2,1,0,8.02,99,FALSE
5,4,2015-03-19,4720,554,1,1,none,0,a,a,29910,4,2015,0,0,0,None,1,2015,3,19,12,0,8.52,0,FALSE
47,1,2014-12-29,9906,1123,1,0,none,1,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,12,29,1,0,8.82,20,FALSE
17,5,2015-05-15,6738,872,1,0,none,1,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,5,15,20,0,7.73,113,FALSE
45,3,2015-04-01,8087,579,1,1,none,1,d,a,9710,2,2014,0,0,0,None,1,2015,4,1,14,0,13.97,14,FALSE
31,2,2014-10-07,6843,622,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,10,7,41,0,11,27,FALSE
48,2,2014-10-14,2717,351,1,0,none,1,a,a,1060,5,2012,0,0,0,None,1,2014,10,14,42,0,7.74,29,FALSE
27,3,2015-03-25,7704,903,1,0,none,0,a,a,60,1,2005,1,5,2011,"Jan,Apr,Jul,Oct",1,2015,3,25,13,0,8.53,122,FALSE
10,6,2014-10-11,4898,531,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2014,10,11,41,1,9.22,61,FALSE
15,2,2015-06-09,5109,571,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,6,9,24,0,8.95,63,FALSE
40,2,2014-10-28,5065,713,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,10,28,44,0,7.1,-1,FALSE
32,4,2015-05-07,4682,469,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,5,7,19,0,9.98,-1,FALSE
14,5,2014-12-12,4764,572,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,12,12,50,0,8.33,9,FALSE
37,5,2015-02-27,6896,815,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,2,27,9,0,8.46,2,FALSE
14,4,2015-02-26,4925,613,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,2,26,9,0,8.03,11,FALSE
47,1,2015-02-02,9205,1097,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,2,2,6,0,8.39,22,FALSE
1,2,2015-07-07,3650,485,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,7,7,28,0,7.53,82,FALSE
48,1,2014-10-13,3314,362,1,0,none,1,a,a,1060,5,2012,0,0,0,None,1,2014,10,13,42,0,9.15,29,FALSE
36,3,2015-02-25,7399,930,1,0,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,2,25,9,0,7.96,140,FALSE
40,3,2014-10-29,4063,590,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,10,29,44,0,6.89,-1,FALSE
28,3,2015-01-28,4326,500,1,1,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,1,28,5,0,8.65,3,FALSE
30,4,2014-10-16,3453,590,1,0,none,1,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,10,16,42,0,5.85,8,FALSE
40,4,2014-12-18,6265,845,1,1,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2014,12,18,51,0,7.41,-1,FALSE
21,3,2015-05-27,3821,399,1,0,none,1,c,c,550,10,1999,1,45,2009,"Jan,Apr,Jul,Oct",1,2015,5,27,22,0,9.58,187,FALSE
22,5,2015-01-09,5492,585,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,1,9,2,0,9.39,-1,FALSE
18,3,2015-04-15,6847,724,1,1,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2015,4,15,16,0,9.46,58,FALSE
19,2,2015-07-14,8545,662,1,1,none,1,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,7,14,29,0,12.91,-1,FALSE
28,6,2014-11-15,1934,239,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,11,15,46,1,8.09,1,FALSE
50,4,2015-04-09,3218,308,1,0,none,1,d,a,6260,11,2009,0,0,0,None,1,2015,4,9,15,0,10.45,65,FALSE
34,2,2015-04-14,9764,1135,1,1,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,4,14,16,0,8.6,67,FALSE
33,6,2014-08-23,7627,780,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,8,23,34,1,9.78,15,FALSE
46,3,2015-01-14,5427,634,1,1,none,0,c,a,1200,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,14,3,0,8.56,112,FALSE
14,3,2015-04-22,4443,533,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,4,22,17,0,8.34,13,FALSE
42,5,2014-09-26,7932,920,1,0,none,0,a,c,290,0,0,1,40,2011,"Jan,Apr,Jul,Oct",0,2014,9,26,39,0,8.62,-1,FALSE
19,6,2014-12-20,6338,539,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,12,20,51,1,11.76,-1,FALSE
7,1,2014-09-08,9155,1071,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,9,8,37,0,8.55,17,FALSE
30,5,2014-11-21,3270,514,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,11,21,47,0,6.36,9,FALSE
49,2,2014-10-07,8634,632,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,10,7,41,0,13.66,85,FALSE
6,2,2014-11-11,6272,658,1,1,none,0,a,a,310,12,2013,0,0,0,None,1,2014,11,11,46,0,9.53,11,FALSE
9,6,2015-03-14,6976,583,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,3,14,11,1,11.97,175,FALSE
37,3,2015-05-06,6958,747,1,1,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,5,6,19,0,9.31,5,FALSE
6,1,2014-08-04,6550,702,1,1,none,1,a,a,310,12,2013,0,0,0,None,1,2014,8,4,32,0,9.33,8,FALSE
47,5,2015-05-22,7514,928,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,5,22,21,0,8.1,25,FALSE
39,3,2014-10-15,3653,537,1,0,none,1,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,10,15,42,0,6.8,96,FALSE
8,4,2015-07-02,8658,981,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,7,2,27,0,8.83,9,FALSE
3,1,2015-01-19,5420,703,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,1,19,4,0,7.71,97,FALSE
32,5,2015-01-09,4842,521,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,9,2,0,9.29,-1,FALSE
12,6,2014-09-20,6271,802,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2014,9,20,38,1,7.82,-1,FALSE
9,6,2015-05-16,6937,581,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,5,16,20,1,11.94,177,FALSE
24,3,2015-01-14,10510,901,1,1,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,14,3,0,11.66,178,FALSE
49,4,2014-12-18,13286,808,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2014,12,18,51,0,16.44,87,TRUE
28,6,2015-03-07,1916,262,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,3,7,10,1,7.31,5,FALSE
23,6,2014-11-22,4247,419,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,11,22,47,1,10.14,111,FALSE
38,6,2015-05-30,7175,653,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,5,30,22,1,10.99,97,FALSE
33,6,2014-12-20,11583,1051,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,12,20,51,1,11.02,19,FALSE
14,1,2014-12-08,5891,753,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,12,8,50,0,7.82,9,FALSE
38,2,2014-09-09,4587,438,1,0,none,0,d,a,1090,4,2007,0,0,0,None,1,2014,9,9,37,0,10.47,89,FALSE
29,6,2014-10-04,8063,728,1,0,none,0,d,c,2170,0,0,0,0,0,None,0,2014,10,4,40,1,11.08,-1,FALSE
10,3,2014-09-10,5488,593,1,0,none,1,a,a,3160,9,2009,0,0,0,None,1,2014,9,10,37,0,9.25,60,FALSE
33,2,2015-05-19,8967,855,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,5,19,21,0,10.49,24,FALSE
1,5,2015-05-15,4178,523,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,5,15,20,0,7.99,80,FALSE
3,6,2015-07-04,4482,456,1,0,none,0,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,7,4,27,1,9.83,103,FALSE
20,5,2015-07-03,7548,817,1,1,none,0,d,a,2340,5,2009,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,7,3,27,0,9.24,74,FALSE
49,3,2015-07-08,6968,504,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,7,8,28,0,13.83,94,FALSE
1,5,2015-03-27,4005,529,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,3,27,13,0,7.57,78,FALSE
34,3,2015-02-25,6424,871,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2015,2,25,9,0,7.38,65,FALSE
9,5,2015-07-03,8363,669,1,1,none,1,a,c,2030,8,2000,0,0,0,None,1,2015,7,3,27,0,12.5,179,FALSE
37,3,2015-07-29,7442,710,1,1,none,1,c,a,4230,12,2014,0,0,0,None,1,2015,7,29,31,0,10.48,7,FALSE
4,1,2014-11-17,9376,1299,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2014,11,17,47,0,7.22,62,FALSE
47,6,2015-03-28,7261,899,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,3,28,13,1,8.08,23,FALSE
4,3,2015-01-07,9024,1231,1,1,none,0,c,c,620,9,2009,0,0,0,None,1,2015,1,7,2,0,7.33,64,FALSE
35,3,2014-11-12,9994,725,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,11,12,46,0,13.78,169,FALSE
43,5,2015-03-06,7831,683,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,3,6,10,0,11.47,-1,FALSE
8,3,2014-12-17,8282,828,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2014,12,17,51,0,10,2,FALSE
7,6,2015-07-18,6861,729,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2015,7,18,29,1,9.41,27,FALSE
36,3,2015-04-22,7021,904,1,0,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,4,22,17,0,7.77,142,FALSE
9,2,2015-02-03,8929,715,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,2,3,6,0,12.49,174,FALSE
11,3,2015-03-25,7329,1070,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2015,3,25,13,0,6.85,40,FALSE
45,5,2015-01-23,4581,372,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,1,23,4,0,12.31,11,FALSE
14,2,2014-09-09,4449,584,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,9,9,37,0,7.62,6,FALSE
28,2,2015-02-10,3954,518,1,0,none,1,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2015,2,10,7,0,7.63,4,FALSE
30,1,2014-09-01,7399,906,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,1,36,0,8.17,7,FALSE
47,2,2015-04-21,5884,823,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,4,21,17,0,7.15,24,FALSE
40,6,2015-07-25,3496,478,1,0,none,0,a,a,180,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,7,25,30,1,7.31,-1,FALSE
15,1,2015-06-08,6177,623,1,0,none,0,d,c,4110,3,2010,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,6,8,24,0,9.91,63,FALSE
48,2,2014-10-21,3682,346,1,1,none,1,a,a,1060,5,2012,0,0,0,None,1,2014,10,21,43,0,10.64,29,FALSE
32,3,2015-01-07,5986,618,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,7,2,0,9.69,-1,FALSE
23,4,2014-09-04,5568,518,1,1,none,1,d,a,4060,8,2005,0,0,0,None,1,2014,9,4,36,0,10.75,109,FALSE
16,3,2015-03-18,8250,946,1,1,none,0,a,c,3270,0,0,0,0,0,None,0,2015,3,18,12,0,8.72,-1,FALSE
47,5,2015-01-09,5923,685,1,1,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2015,1,9,2,0,8.65,21,FALSE
31,5,2015-02-06,6819,672,1,1,none,0,d,c,9800,7,2012,0,0,0,None,1,2015,2,6,6,0,10.15,31,FALSE
8,4,2015-01-15,7242,824,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,1,15,3,0,8.79,3,FALSE
4,3,2015-06-24,8048,1094,1,0,none,0,c,c,620,9,2009,0,0,0,None,1,2015,6,24,26,0,7.36,69,FALSE
25,5,2014-09-05,10167,1435,1,1,none,0,c,a,430,4,2003,0,0,0,None,1,2014,9,5,36,0,7.09,137,FALSE
30,4,2015-04-23,2987,533,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2015,4,23,17,0,5.6,14,FALSE
33,3,2014-09-03,8585,844,1,1,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,9,3,36,0,10.17,16,FALSE
26,1,2015-06-29,11005,712,1,1,none,0,d,a,2300,0,0,0,0,0,None,0,2015,6,29,27,0,15.46,-1,FALSE
17,6,2015-03-21,2829,323,1,0,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,3,21,12,1,8.76,111,FALSE
1,6,2015-01-10,4599,566,1,0,none,0,c,a,1270,9,2008,0,0,0,None,1,2015,1,10,2,1,8.13,76,FALSE
13,2,2015-01-13,6182,432,1,1,none,0,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,1,13,3,0,14.31,-1,FALSE
39,6,2014-08-16,2897,383,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,8,16,33,1,7.56,94,FALSE
9,1,2015-05-11,6356,616,1,0,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,5,11,20,0,10.32,177,FALSE
43,3,2015-06-03,8413,729,1,1,none,0,d,a,4880,0,0,1,37,2009,"Jan,Apr,Jul,Oct",0,2015,6,3,23,0,11.54,-1,FALSE
33,6,2014-11-08,9201,891,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2014,11,8,45,1,10.33,18,FALSE
44,2,2014-12-02,6809,715,1,1,none,0,a,a,540,6,2011,0,0,0,None,1,2014,12,2,49,0,9.52,42,FALSE
49,3,2015-05-20,8732,607,1,1,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,5,20,21,0,14.39,92,FALSE
39,1,2015-03-02,8468,968,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,3,2,10,0,8.75,101,FALSE
14,6,2015-01-31,4068,425,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,31,5,1,9.57,10,FALSE
18,4,2014-12-11,6985,740,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,12,11,50,0,9.44,54,FALSE
8,3,2015-07-15,7932,802,1,1,none,0,a,a,7520,10,2014,0,0,0,None,1,2015,7,15,29,0,9.89,9,FALSE
10,2,2015-03-10,5511,619,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,3,10,11,0,8.9,66,FALSE
3,1,2014-12-22,11282,1209,1,0,none,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2014,12,22,52,0,9.33,96,FALSE
49,5,2015-01-23,6512,523,1,0,none,0,d,c,18010,9,2007,0,0,0,None,1,2015,1,23,4,0,12.45,88,FALSE
30,4,2014-12-11,3963,578,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,12,11,50,0,6.86,10,FALSE
11,1,2014-12-08,9152,1146,1,0,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,12,8,50,0,7.99,37,FALSE
31,1,2014-09-08,5111,593,1,0,none,0,d,c,9800,7,2012,0,0,0,None,1,2014,9,8,37,0,8.62,26,FALSE
16,6,2015-02-14,6015,630,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2015,2,14,7,1,9.55,-1,FALSE
45,3,2014-09-17,5113,378,1,1,none,0,d,a,9710,2,2014,0,0,0,None,1,2014,9,17,38,0,13.53,7,FALSE
3,3,2015-04-08,6253,722,1,0,none,1,a,a,14130,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",1,2015,4,8,15,0,8.66,100,FALSE
13,1,2015-03-30,8488,528,1,1,none,1,d,a,310,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,3,30,14,0,16.08,-1,FALSE
14,3,2014-10-08,5557,604,1,1,none,1,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2014,10,8,41,0,9.2,7,FALSE
23,2,2015-02-24,3938,391,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2015,2,24,9,0,10.07,114,FALSE
45,6,2015-05-16,5506,423,1,0,none,0,d,a,9710,2,2014,0,0,0,None,1,2015,5,16,20,1,13.02,15,FALSE
19,4,2014-11-13,6438,663,1,1,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2014,11,13,46,0,9.71,-1,FALSE
25,6,2015-03-07,9138,1307,1,0,none,0,c,a,430,4,2003,0,0,0,None,1,2015,3,7,10,1,6.99,143,FALSE
7,2,2014-10-28,7681,897,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,10,28,44,0,8.56,18,FALSE
6,6,2015-04-04,3941,470,1,0,none,0,a,a,310,12,2013,0,0,0,None,1,2015,4,4,14,1,8.39,16,FALSE
6,2,2014-08-19,5209,612,1,1,none,1,a,a,310,12,2013,0,0,0,None,1,2014,8,19,34,0,8.51,8,FALSE
23,5,2014-11-21,4413,410,1,0,none,0,d,a,4060,8,2005,0,0,0,None,1,2014,11,21,47,0,10.76,111,FALSE
30,6,2014-08-23,4082,687,1,0,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,8,23,34,1,5.94,6,FALSE
16,6,2015-05-30,5597,535,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2015,5,30,22,1,10.46,-1,FALSE
14,2,2015-06-23,5346,599,1,0,none,0,a,a,1300,3,2014,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,6,23,26,0,8.92,15,FALSE
30,3,2014-09-03,5156,702,1,1,none,0,a,a,40,2,2014,1,10,2014,"Mar,Jun,Sept,Dec",1,2014,9,3,36,0,7.34,7,FALSE
10,5,2014-09-05,5391,563,1,1,none,1,a,a,3160,9,2009,0,0,0,None,1,2014,9,5,36,0,9.58,60,FALSE
37,2,2015-03-24,4500,531,1,0,none,0,c,a,4230,12,2014,0,0,0,None,1,2015,3,24,13,0,8.47,3,FALSE
11,2,2014-09-30,10627,1278,1,1,none,0,a,c,960,11,2011,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,9,30,40,0,8.32,34,FALSE
26,6,2015-02-14,5806,503,1,0,none,0,d,a,2300,0,0,0,0,0,None,0,2015,2,14,7,1,11.54,-1,FALSE
39,3,2015-05-20,7273,940,1,1,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,5,20,21,0,7.74,103,FALSE
7,3,2014-10-29,6747,729,1,0,none,0,a,c,24000,4,2013,0,0,0,None,1,2014,10,29,44,0,9.26,18,FALSE
17,4,2015-03-19,7047,840,1,1,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,3,19,12,0,8.39,111,FALSE
36,1,2015-03-02,11445,1257,1,1,none,0,a,c,540,6,2003,1,40,2014,"Jan,Apr,Jul,Oct",1,2015,3,2,10,0,9.11,141,FALSE
7,1,2015-07-20,10159,1112,1,0,none,1,a,c,24000,4,2013,0,0,0,None,1,2015,7,20,30,0,9.14,27,FALSE
41,4,2015-06-25,4505,377,1,0,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,6,25,26,0,11.95,-1,FALSE
24,1,2015-01-05,11315,1005,1,1,none,1,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,1,5,2,0,11.26,178,FALSE
28,1,2014-12-08,4969,537,1,0,none,0,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",1,2014,12,8,50,0,9.25,2,FALSE
35,6,2014-12-20,11229,757,1,0,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,12,20,51,1,14.83,170,FALSE
32,4,2015-03-05,4061,451,1,1,none,0,a,a,2910,0,0,1,45,2009,"Feb,May,Aug,Nov",0,2015,3,5,10,0,9,-1,FALSE
9,1,2015-03-16,11397,883,1,1,none,0,a,c,2030,8,2000,0,0,0,None,1,2015,3,16,12,0,12.91,175,TRUE
24,2,2015-03-24,8362,748,1,0,none,0,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",1,2015,3,24,13,0,11.18,180,FALSE
35,4,2014-12-04,12190,778,1,1,none,0,d,c,7660,10,2000,1,1,2012,"Jan,Apr,Jul,Oct",1,2014,12,4,49,0,15.67,170,FALSE
12,4,2015-03-26,6334,772,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,3,26,13,0,8.2,-1,FALSE
34,2,2014-09-09,6537,899,1,0,none,0,c,a,2240,9,2009,0,0,0,None,1,2014,9,9,37,0,7.27,60,FALSE
39,6,2014-11-15,3099,437,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,11,15,46,1,7.09,97,FALSE
18,1,2014-12-22,12407,1160,1,0,none,1,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,12,22,52,0,10.7,54,TRUE
19,2,2015-06-09,6615,621,1,0,none,0,a,c,3240,0,0,1,22,2011,"Mar,Jun,Sept,Dec",0,2015,6,9,24,0,10.65,-1,FALSE
39,3,2014-09-10,3826,590,1,0,none,0,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2014,9,10,37,0,6.48,95,FALSE
22,3,2015-02-18,4237,426,1,1,none,1,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,2,18,8,0,9.95,-1,FALSE
47,4,2014-09-25,5501,758,1,0,none,0,a,c,270,4,2013,1,14,2013,"Jan,Apr,Jul,Oct",1,2014,9,25,39,0,7.26,17,FALSE
16,5,2015-07-10,7768,899,1,0,none,0,a,c,3270,0,0,0,0,0,None,0,2015,7,10,28,0,8.64,-1,FALSE
10,6,2015-02-07,4770,518,1,0,none,0,a,a,3160,9,2009,0,0,0,None,1,2015,2,7,6,1,9.21,65,FALSE
48,5,2014-09-26,3555,367,1,0,none,0,a,a,1060,5,2012,0,0,0,None,1,2014,9,26,39,0,9.69,28,FALSE
22,4,2015-01-08,5640,591,1,1,none,0,a,a,1040,0,0,1,22,2012,"Jan,Apr,Jul,Oct",0,2015,1,8,2,0,9.54,-1,FALSE
39,4,2015-04-02,7090,802,1,1,none,1,a,a,260,10,2006,1,31,2013,"Feb,May,Aug,Nov",1,2015,4,2,14,0,8.84,102,FALSE
41,5,2015-05-08,5633,425,1,1,none,0,d,c,1180,0,0,1,31,2013,"Jan,Apr,Jul,Oct",0,2015,5,8,19,0,13.25,-1,FALSE
17,1,2015-06-15,10137,1036,1,1,none,0,a,a,50,12,2005,1,26,2010,"Jan,Apr,Jul,Oct",1,2015,6,15,25,0,9.78,114,FALSE
38,4,2015-04-30,8813,705,1,1,none,0,d,a,1090,4,2007,0,0,0,None,1,2015,4,30,18,0,12.5,96,FALSE
12,6,2015-06-20,6602,814,1,0,none,0,a,c,1070,0,0,1,13,2010,"Jan,Apr,Jul,Oct",0,2015,6,20,25,1,8.11,-1,FALSE
18,3,2014-11-19,7132,739,1,0,none,0,d,c,13840,6,2010,1,14,2012,"Jan,Apr,Jul,Oct",1,2014,11,19,47,0,9.65,53,FALSE
33,1,2015-01-19,6974,796,1,0,none,0,a,c,1320,5,2013,0,0,0,None,1,2015,1,19,4,0,8.76,20,FALSE
